ID,Title,Price_Location,Body_Text
1594,1 bed · 1 bath · Apartment,$250 / Month,"I am selling my men's contract for Spring/Summer. The apartment has 3 bedrooms and 2 bathrooms, and the rooms are shared. It is student housing only. I am offering a discounted monthly price of $250, and the apartment will be available at the beginning of May. The apartment complex has a pool, hot tub, recreation room, and a laundry room. I loved living here! I am moving because I am getting married. If you have any questions, please ask."
1595,Room in 3 Beds 2 Baths - Apartment $376 / Month,"$315 · Provo, UT","https://stadium150.com/
Got an internship over the summer. If you can move in soon, I will GIVE you $400 (more than 1 month rent) for helping me get of my contract!
The rent price above includes everything. Heat, AC, trash, Internet, Water.
The complex is really close to BYU / UVU / temple / shoreline trail... and most other things you need. The parking here is really good and convenient too."
1596,Male Apartment at Wolverine Crossing,"$380 · Orem, UT","Awesome apartment in Orem! 4 roommates, super chill with discounted price! Shared room
Contract goes until July with opportunity to renew lease. Super fun environment with pool and gym including fun summer activities! Super close to UTA and all bus routes going to UVU. Also walking distance to Orem front runner station.
Looking to sell ASAP! Let me know if you’re interested!!"
1597,"1 Bed 1 Bath in Provo, UT","$1,105 · Provo, UT","***We will pay $500 off your first months rent****
1 Bed 1 Bath-742 sq ft
Available May 1st
Amazing new apartment at 200 City View that includes a washer and dryer in unit, walk in closet, dishwasher and balcony. ...



See More"
1598,Woman's Shared Room at Village on the Parkway,"$340 · Orem, UT","This apartment is great! I am just moving because I am getting married. This is UVU student housing and there are 4 girls currently living there right now. They are so great! It is super close to UVU and there is a shuttle that takes you right there. I will post a picture with all the other things that are offered here but there is an indoor pool/hottub, gym, volleyball court, basketball court, laundry, and much more. I will pay the $70 parking pass or $100 for moving in. There is netflix, hulu, amazon prime video, and more things available on the tv. The lease goes until August but can be extended."
1599,Shared Female Contract Spring/Summer DISCOUNTED,"$300 · Provo, UT","Move in whenever you need to. April rent is paid for. Originally $350 a month, I am discounting to $300 and paying for your utilities. Just two blocks south of campus at Mountainwood Condos. Washer and dryer in unit, covered parking included."
1600,Raintree contract-shared room-Female,"$231 · Provo, UT","Say Yes to Your New Address!
1849 N Freedom Blvd
Provo, Ut 84604...
See More"
1601,BYU/UVU private/shared room Raintree Commons,"$229 · Provo, UT","Going ASAP. Normally $349 with utilities but now only $229 including utilities. Contract ends August 15. Nice hot tub, pool, parking, activities, clubhouse. Very close to the UVX too. Roommates are good clean guys, and some are looking to move out as well, so if you have friends you want to move in with, all the better. Apartment is 1250 sq ft with 3 bedrooms, 2 bathrooms. Plus you will own 1/5 of a big sharp TV! Contact me for more info or if interested."
1602,MENS HOUSING,"$275 · Provo, UT","DISCOUNT Selling a single men's contract just south of campus! I'm moving ASAP! I am getting married and could really use some help. Could move in as soon as April 1st.
Upsides: - SO close to campus, less than a block south
- Also really close to a UVX Joaquin station and bus stops
- Two refrigerators
- Newly renovated...





See More"
1603,Rooms,$450 ·,"**Rooms Start at $450! Walking Distance to UVU!**
Live in a new townhome! The perfect place for you and a few of your friends! Sleek Design. Amazing Location. All the Amenities. This brand new townhome is perfect for young professionals, or students. Spacious private bedrooms. Sparkling private bathrooms. Modern kitchen with gorgeous countertops and all the appliances. Huge living room and dining room spaces. Large windows allow plenty of natural light and a two car garage offers plenty of parking. Clubhouse, pool, and volleyball courts all included. Near the freeway for speedy travel up and down the Wasatch Front. Call or text to set up a viewing. 310-721-1985."
1604,Womens Spring/Summer Contract,"$250 · Provo, UT","1 private room in a house! Best roommates and close to BYU campus!
This house is really cute! The pictures are outdated, the kitchen, living room, and bathrooms have been painted white and it looks really nice and clean! I haven’t moved in yet otherwise I’d take new pics.
The contract is spring/summer only. I’ve discounted it to $250. This house has a washer and dryer and guaranteed parking behind the house. There’s a lot of storage space. The private room is on the second f...
See More"
1605,Iso 3 women's private rooms,"$450 · Provo, UT",Iso 3 women's private rooms in a same unit or a house starting this fall! 1 or 2 can move in this spring or summer. Preferably under $450 in south campus!
1606,TWO MONTHS FREE RENT,"$300 · Provo, UT","TWO MONTHS FREE RENT!
Available ASAP!
Women's Shared bedroom at Raintree Commons...
See More"
1607,Sp/su housing,"$380 · Provo, UT","Selling sp/su housing at Belmont! $380/month, comes with a reserved parking space. Message me if you’re interested! 🙂"
1608,Women’s Shared Room Spring/Summer,"$300 · Provo, UT","Selling my shared room contract at Centennial! It’s south of BYU, has a shuttle stop right by the apartment, has a pool, a rec room, and is right by a gym! And it’s available ASAP!!! DM me for more details!☺️"
1609,4 beds · 2 bath · Apartment,$425 / Month,"Women's shared room at Wolverine's Crossing in Orem! Super close to UVU, Walmart, the freeway, and the orem trax station. The complex has two swimming pools, a hot tub, a gym, and a soda bar!! Available April 1.
Bonus: buy this contract through me and i will give you a box of my signature chocolate covered strawberries, pictured last. 🤤🤤
EXTRA BONUS!! Sign by tomorrow and the complex will give you a $300 gift card to amazon."
1610,2 beds · 1 bath · Apartment,$365 / Month,"Men's contract. Park Plaza Apartments #109. Moving back to my home so want to sell ASAP. Contract ends in August 2020, but it is not renewable after that because the complex is going to be renovated. Monthly rent is about $320, but depending on how conservative you are with utilities, it averages around $365. Message me through facebook or text if interested!
phone #: 917-868-8787"
1611,3 beds · 3 bath · Townhouse,$450 / Month,We need one more roommate in our super cute townhome!!!! Please message me if you’re interested :)
1612,Campus Edge,"$360 · Provo, UT","Selling my Campus Edge Apartment, starting from May. Super close to Tanner building, right by U-Lot. Rent is 315 and 50 for fixed utilities. I have already renewed the contract, so you can live till August 2021.
https://campusprovo.com/campus-edge/photo-gallery/"
1613,"Looking for a Shared or Private Room UNDER $400 a month and available STARTING in mid July, thanks!!",$400 ·,"Looking for a Shared or Private Room UNDER $400 a month and available STARTING in mid July, thanks!!"
1614,Woman’s Shared Room,"$290 · Provo, UT",Month of May paid for! Available ASAP! The contract goes through August and is available for renewal. The ward is amazing and so are the roommates!
1615,2 beds · 1 bath · Apartment,"$1,111 / Month","Hey guys! I am helping several properties with their leasing this year and figured I am in a good place to help people find a good fit! Hit me up with your budget and what you want in housing and I will send you a few options that I think might work for you!
I have worked in Provo housing for several years and know a lot of the managers and properties :)
S/S or Leases for next fall! ...
See More"
1616,"One Spot in a Shared Room, Cute House Near Downtown Provo - Aug 1","$300 · Provo, UT","One spot in a shared female room in an adorable house close to downtown Provo! Available starting August 1st for 12 months. $300 per month, utilities are split three-ways, usually about $50 per person, shared bathroom (two girls), Washer and Dryer, lots of street parking, quiet neighborhood, backyard with fruit trees and a fire pit! Super close to Fresh Market, Smiths Market, Front-runner station, City Center Temple and the center street freeway entrance. BYU is about 12 bloc...
See More"
1617,I will pay the down payment. Men's shared room. Stadium 150,"$360 · Provo, UT",I will pay the down payment!! I am looking to sell ASAP! Great apartment at stadium 150. It is a shared room but both people are moved out. Close to campus.
1618,Women's shared contract at The Colony,"$345 · Provo, UT","I'm selling my women's shared bedroom at The Colony, available right now! The contract goes through August. Rent is $345 per month (which includes utilities) and I will pay your April rent! The apartment has three shared bedrooms, 1.5 bathrooms and is a 10 minute walk to BYU campus. The ward is great and super social and there's always a lot of parking. DM me if you're interested!"
1619,Private Room,"$369 · Provo, UT","�Need somewhere to live for summer?�
Available in May-August, option to renew in Fall.
CRESTWOOD APARTMENTS
-$369 rent, $55 utilities
-private room...


See More"
1620,Shared apt,"$300 · Orem, UT","Shared apt spot at parkway lofts. Rent is $300 plus utilities. The apt has open spaces, in-house washer and dryer. There is a clubhouse area, along with a pool, hot tub, rock climbing, bowling, a movie theater and a deck for barbecue in the summer time. Contact me for more info if your interested. I need to move out as soon as possible."
1621,Centennial Contract Spring/Summer,"$300 · Provo, UT","-300 a month (Including Utilities!)
-Free Parking Pass
-Close to BYU...
See More"
1622,BYU/UVU Student Housing,"$384 · Provo, UT","RAINTREE STILL HAS CONTRACTS LEFT FOR YOU AND YOUR FRIENDS!!
*** PRICE Includes utilities ***
Raintree has
- Great parking ...






See More"
1623,Male Private Bedroom,"$380 · Salt Lake City, UT","Male private room ONLY $380 available ASAP!!
Private bedroom in the Belmont Condos! Available for spring/summer term and runs through fall and winter. Utilities are around $45 a month right now. In unit washer and dryer, assigned parking space and only two other very clean guys in the apartment (only share a bathroom with one!) 3 minute walk to BYU campus shuttle stop."
